pmid,target_protocol_ids,queries_issued,candidate_urls,is_hit,hit_rank
30862831,121717,"[""protocols.io cell-free microRNA serum plasma spike-in two-tailed RT-qPCR liquid biopsy"", ""protocols.io circulating miRNA isolation spike-in controls RT-qPCR normalization serum plasma"", ""protocols.io \""two-tailed\"" miRNA qPCR quality control spike-in plasma serum protocol"", ""protocols.io cell-free miRNA profiling liquid biopsy RNA isolation quality control"", ""protocols.io miRNA serum plasma spike-in two-tailed RT-qPCR quality control inhibition site:protocols.io""]","[""https://www.protocols.io/view/two-tailed-rt-qpcr-panel-for-quality-control-of-c-bpdfmi3n"", ""https://www.protocols.io/view/two-tailed-rt-qpcr-for-microrna-detection-bpw7mxhn"", ""https://www.protocols.io/view/extraction-protocol-mirna-scalonmc-cisvuee6"", ""https://www.protocols.io/view/quantification-protocol-mirna-scalonmc-citnueme"", ""https://www.protocols.io/view/reversetranscription-protocol-mirna-scalonmc-ciwaufae"", ""https://www.protocols.io/view/isolation-of-cell-free-mirna-from-serum-plasma-bpufmwtn"", ""https://www.protocols.io/view/mirna-isolation-from-plasma-serum-using-miRNeasy-bvmdn626"", ""https://www.protocols.io/view/circulating-mirna-profiling-liquid-biopsy-spike-in-bwi5pce6"", ""https://www.protocols.io/view/small-rna-isolation-from-serum-plasma-for-mirna-bi-bw2xpfen"", ""https://www.protocols.io/view/cell-free-mirna-quality-control-rt-qpcr-inhibition-b2x2qfne""]",False,
38989890,3315,"[""protocols.io Drosophila tRNA mistranslation proline serine RNA-seq transcriptomics sex-specific"", ""protocols.io RNA-seq Drosophila mistranslation gene expression male female differential"", ""protocols.io Drosophila RNA-seq transcriptomics proline serine tRNA mistranslation protocol"", ""protocols.io Isaacson Brandl Moehring Drosophila RNA-seq mistranslation tRNA fly transcriptomics""]",[],False,
38863673,11534,"[""protocols.io tumor mutation splice junction RNA-seq neoantigen melanoma"", ""protocols.io RNA-seq splice junction neoantigen identification cancer immunotherapy protocol"", ""protocols.io splice2neo neoantigen RNA-seq melanoma somatic mutation splicing protocol"", ""protocols.io neoantigen prediction pipeline RNA-seq tumor splice junction immunotherapy""]",[],False,
34616066,11605,"[""protocols.io mouse primary motor cortex single-cell RNA-seq epigenomics cell type atlas"", ""protocols.io snRNA-seq snATAC-seq motor cortex neuronal non-neuronal multimodal reference"", ""protocols.io BICCN mouse motor cortex snRNA-seq snATAC-seq snmC-seq cell type classification"", ""protocols.io 10x multiome snRNA-seq ATAC-seq brain cortex nuclei isolation cell atlas""]","[""https://www.protocols.io/view/isolation-of-nuclei-from-frozen-tissue-for-snmulti-6uchesw.html"", ""https://www.protocols.io/view/sequencing-open-chromatin-of-single-cell-nuclei-sn-pjudknw"", ""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-5jyl8m9edg2w/v2"", ""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-bdeni3de"", ""https://www.protocols.io/view/nuclei-isolation-from-fresh-and-frozen-brain-tissu-bvhhn336"", ""https://www.protocols.io/view/10x-genomics-single-nucleus-multiome-rna-atac-assa-b93fr8jn"", ""https://www.protocols.io/view/share-seq-protocol-v2-2-adapted-for-mortazavi-lab-difw4bpe.html"", ""https://www.protocols.io/view/nuclei-isolation-protocol-multiome-10x-genomics-dayr2fv6"", ""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-bx64prgw.html"", ""https://www.protocols.io/view/a-versatile-nuclei-extraction-protocol-for-single-crw4v7gw.html""]",False,
26320937,121622,"[""protocols.io extracellular RNA biofluid isolation exRNA profiling"", ""protocols.io exRNA vesicle separation biofluid collection standardized protocol"", ""protocols.io exRNA biofluid collection best practices ERCC exosome small RNA sequencing"", ""protocols.io exRNA atlas biofluid urine plasma ultracentrifugation exosome RNA isolation protocol""]","[""https://www.protocols.io/view/isolation-of-extracellular-vesicles-and-rna-using-rm7vzkdj4vx1/v1"", ""https://www.protocols.io/view/isolation-of-extracellular-vesicles-and-rna-from-s-bp2l6d625vqe/v1"", ""https://www.protocols.io/view/rna-isolation-using-the-mirneasy-micro-kit-14egn9q6pl5d/v1"", ""https://www.protocols.io/view/human-sample-processing-and-isolation-of-extracell-cft9tnr6.html"", ""https://www.protocols.io/view/exosome-isolation-from-plasma-using-exoquick-reage-e6nvwbyo2vmk/v1"", ""https://www.protocols.io/view/small-rna-sequencing-using-nextflex-trade-small-rn-r88d9zw"", ""https://www.protocols.io/view/isolation-of-exosomes-and-microvesicles-from-cell-8epv5jj94l1b/v1"", ""https://www.protocols.io/view/total-exosome-isolation-from-serum-and-plasma-bq9umr6w"", ""https://www.protocols.io/view/differential-ultracentrifugation-for-extracellular-14egnz5bpl5d/v1"", ""https://www.protocols.io/view/exorna-isolation-and-sequencing-from-biofluids-ercc-bq6qurde""]",False,
28650476,121906,"[""protocols.io Arabidopsis transcription factor yeast two-hybrid sequencing high-throughput protein-protein interaction"", ""protocols.io Y2H-seq yeast two-hybrid Arabidopsis interactome"", ""protocols.io CrY2H-seq Arabidopsis transcription factor interactome protocol"", ""protocols.io yeast two-hybrid sequencing plant protein interaction mapping protocol site:protocols.io""]","[""https://www.protocols.io/view/e3-decoy-library-high-throughput-yeast-two-hybrid-hgydb3xs7.html"", ""https://www.protocols.io/view/yeast-two-hybrid-interaction-assay-btzenp3e"", ""https://www.protocols.io/view/protein-interaction-analysis-of-kaic3-with-various-3byl429pjvo5/v1"", ""https://www.protocols.io/view/protein-interaction-analysis-of-kaic3-with-various-v7ve9n6.html"", ""https://www.protocols.io/view/high-throughput-yeast-two-hybrid-next-generation-s-bpw5mpg6"", ""https://www.protocols.io/view/cry2h-seq-arabidopsis-transcription-factor-interac-n2bvj6n"", ""https://www.protocols.io/view/yeast-two-hybrid-library-screen-next-generation-se-bak7iuhn"", ""https://www.protocols.io/view/split-ubiquitin-yeast-two-hybrid-assay-plant-prote-bc4siyw6"", ""https://www.protocols.io/view/bfg-y2h-barcode-fusion-genetics-yeast-two-hybrid-b4g5qt8e"", ""https://www.protocols.io/view/arabidopsis-protein-protein-interaction-y2h-screen-bvb9n2r6""]",False,
36045295,36887,"[""protocols.io yeast Saccharomyces cerevisiae vindoline catharanthine vinblastine precursors heterologous expression"", ""protocols.io engineering yeast monoterpene indole alkaloid biosynthesis vindoline catharanthine"", ""protocols.io vindoline catharanthine yeast heterologous biosynthesis protocol"", ""protocols.io monoterpene indole alkaloid MIA yeast Saccharomyces cerevisiae strictosidine protocol"", ""protocols.io site:protocols.io yeast vinblastine vindoline catharanthine MIA alkaloid biosynthesis""]","[""https://www.protocols.io/view/de-novo-biosynthesis-of-vindoline-and-catharanthine-in-saccharomyces-cerevisiae-n2bvj6n85lk5/v1"", ""https://www.protocols.io/view/a-microbial-supply-chain-for-production-of-the-ant-bp2l647n"", ""https://www.protocols.io/view/engineering-yeast-for-de-novo-production-of-vinbla-14egn3w6mv5d/v1"", ""https://www.protocols.io/view/efficient-production-of-vindoline-from-tabersonine-b4qnqvve"", ""https://www.protocols.io/view/metabolic-engineering-saccharomyces-cerevisiae-mia-catharanthus-roseus-genes-dm6gpj65dlzp/v1"", ""https://www.protocols.io/view/reconstitution-of-monoterpene-indole-alkaloid-path-yeast-bp2l6e7e"", ""https://www.protocols.io/view/crispr-cas9-genome-integration-yeast-mia-pathway-vindoline-b4pyqvpw"", ""https://www.protocols.io/view/optimization-tabersonine-methoxylation-vindoline-yeast-cell-factories-b4qhqvt6"", ""https://www.protocols.io/view/heterologous-expression-catharanthus-roseus-cyp450-saccharomyces-cerevisiae-n92ldz86nl5b/v1"", ""https://www.protocols.io/view/strictosidine-platform-strain-construction-yeast-mia-biosynthesis-b4rwqv5e""]",False,
36555794,199148|55889,"[""protocols.io multiplex RT-qPCR Omicron subvariants SARS-CoV-2 discrimination"", ""protocols.io RT-qPCR assay distinguish Omicron subvariants clinical samples without sequencing"", ""protocols.io SARS-CoV-2 Omicron BA.2 BA.4 BA.5 subvariant typing RT-qPCR protocol"", ""protocols.io \""omicron\"" \""subvariant\"" \""RT-qPCR\"" OR \""qPCR\"" genotyping variant discrimination protocol 2022 2023""]","[""https://www.protocols.io/view/sars-cov-2-omicron-detection-rt-qpcr-assay-with-b-kqdg3p9nql25"", ""https://dx.doi.org/10.17504/protocols.io.b5f8q3rw"", ""https://www.protocols.io/view/one-step-rt-pcr-ins214epe-assay-for-omicron-b-1-1-b2trqem6"", ""https://www.protocols.io/view/multiplexed-rt-qpcr-to-screen-for-sars-cov-2-b-1-1-br9vm966"", ""https://www.protocols.io/view/sars-cov-2-variant-discrimination-multiplex-rt-qpcr-omicron"", ""https://www.protocols.io/view/rt-qpcr-omicron-ba1-ba2-ba4-ba5-subvariant-genotyping"", ""https://www.protocols.io/view/multiplex-rt-qpcr-sars-cov-2-omicron-sublineage-typing"", ""https://www.protocols.io/view/allele-specific-rt-qpcr-omicron-subvariants-sars-cov-2"", ""https://www.protocols.io/view/sars-cov-2-variant-of-concern-multiplex-pcr-genotyping"", ""https://www.protocols.io/view/sars-cov-2-omicron-ba2-ba4-ba5-discrimination-rt-qpcr""]",True,3
38819130,53258|53350|53493,"[""protocols.io wastewater sequencing SARS-CoV-2 variant prevalence NGS"", ""protocols.io FDA wastewater surveillance SARS-CoV-2 next-generation sequencing protocol"", ""protocols.io GenomeTrakr FDA wastewater SARS-CoV-2 sequencing library preparation variant""]","[""https://www.protocols.io/view/ncbi-submission-protocol-for-sars-cov-2-wastewater-ewov14w27vr2/v7"", ""https://www.protocols.io/view/modified-illumina-dna-prep-m-tagmentation-library-b2yzqfx6.html"", ""https://www.protocols.io/view/rt-qpcr-detection-of-sars-cov-2-from-wastewater-us-b66krhcw.html"", ""https://www.protocols.io/view/virus-concentration-from-wastewater-using-peg-prec-bx9ipr4e"", ""https://www.protocols.io/workspaces/genometrakr3"", ""https://www.protocols.io/view/ncbi-submission-protocol-for-sars-cov-2-wastewater-citcueiw"", ""https://www.protocols.io/view/sars-cov-2-wastewater-sequencing-using-varskip-sho-b2zzqf56"", ""https://www.protocols.io/view/wastewater-collection-protocol-for-sars-cov-2-surv-b2xsqfn6"", ""https://www.protocols.io/view/rna-extraction-from-wastewater-for-sars-cov-2-sequ-b2yzqf46"", ""https://www.protocols.io/view/quality-control-of-sars-cov-2-wastewater-sequencin-b2zzqf36""]",True,4
40880479,161270,"[""microglial DISC1 knockout synaptic pruning spatial memory actin cytoskeleton protocol site:protocols.io"", ""protocols.io microglia DISC1 synaptic pruning actin cytoskeleton mice"", ""protocols.io DISC1 microglia synaptic pruning actin phagocytosis spatial memory mouse"", ""protocols.io microglia phagocytosis actin cytoskeleton synaptic pruning hippocampus mouse behavior""]",[],False,
40875780,211793,"[""mosquito salivary protein IgE capture ELISA Aedes aegypti bite allergy protocols.io"", ""site:protocols.io mosquito saliva IgE ELISA human serum"", ""protocols.io capture ELISA IgE detection mosquito salivary protein serum"", ""protocols.io IgE capture ELISA allergy serum avoid IgG interference"", ""protocols.io Wang Liang Cheng mosquito salivary IgE ELISA AAEL000749 Tsinghua 2025""]",[],False,
30804551,122091,"[""protocols.io CRISPR Cpf1 AAV CAR T cell knock-in checkpoint knockout"", ""protocols.io Cpf1 AAV knock-in CAR construct T cell CRISPR one-step"", ""protocols.io CRISPR Cpf1 Cas12a AAV T cell CAR knock-in PD-1 TRAC checkpoint"", ""protocols.io site:protocols.io Cpf1 AAV CAR T cell gene editing"", ""protocols.io Cas12a Cpf1 CAR knock-in T cell AAV checkpoint TRAC PD-1 CTLA4 protocol""]",[],False,
36824594,33534|33594,"[""Limnodynastes dumerilii genome assembly annotation protocol protocols.io"", ""amphibian genome assembly annotation phylogenomics protocol protocols.io"", ""protocols.io Limnodynastes dumerilii genome sequencing RNA-seq transcriptome""]","[""https://www.protocols.io/view/protocols-for-the-draft-genome-assembly-of-the-eas-q26g7bx51lwz/v1"", ""https://www.protocols.io/view/protein-coding-gene-annotation-protocol-for-the-ea-kxygxen7wv8j/v1"", ""https://www.protocols.io/view/repetitive-element-annotation-for-the-eastern-banj-bgkbjusn"", ""https://www.protocols.io/view/protein-coding-gene-annotation-for-the-eastern-ban-bgkajuse"", ""https://www.protocols.io/view/the-pipeline-of-assembly-and-annotation-eq2lyxrwgx9k/v1"", ""https://www.protocols.io/view/protocols-for-the-assembly-and-annotation-of-snake-cnvrve56"", ""https://www.protocols.io/view/whole-genome-de-novo-assembly-and-annotation-proto-gmabu2e"", ""https://www.protocols.io/view/fish-genome-assembly-and-annotation-pipeline-ss3eegn"", ""https://www.protocols.io/view/rna-seq-protocols-for-non-model-species-dcbm2sk6"", ""https://www.protocols.io/view/bulk-rna-sequencing-mrna-seq-kxygxp8edl8j/v1""]",False,
29901420,201300,"[""protocols.io macrophage conditioned medium hybridoma monoclonal antibody bioassay"", ""protocols.io macrophage conditioned medium quality validation hybridoma survival"", ""protocols.io hybridoma conditioned medium feeder cell macrophage antibody production protocol"", ""protocols.io macrophage conditioned medium preparation cell viability bioassay standardize""]","[""https://www.protocols.io/view/l929-conditioned-medium-lcm-q26g7n1e3lwz/v1"", ""https://www.protocols.io/view/bioassay-for-macrophage-conditioned-medium-quality-bpwvmpe6"", ""https://www.protocols.io/view/macrophage-conditioned-medium-preparation-for-hybr-b2keqcte"", ""https://www.protocols.io/view/hybridoma-cell-culture-and-monoclonal-antibody-pro-bpxjmpkn"", ""https://www.protocols.io/view/peritoneal-macrophage-isolation-and-conditioned-me-n2bvj6n6"", ""https://www.protocols.io/view/cell-viability-bioassay-for-conditioned-medium-val-buka7wse"", ""https://www.protocols.io/view/hybridoma-generation-and-monoclonal-antibody-produ-bpxhmpjn"", ""https://www.protocols.io/view/macrophage-feeder-cell-preparation-for-hybridoma-f-bp3hjkn6"", ""https://www.protocols.io/view/cell-culture-techniques-a-standard-operating-proce-hef4b3bqx"", ""https://www.protocols.io/view/igg-sequencing-of-rat-hybridoma-cyxaxxie""]",False,
34658337,43690,"[""G2019S LRRK2 mutation cilia loss Hedgehog signaling striatal neurons mouse protocols.io"", ""LRRK2 G2019S primary cilia Hedgehog striatum protocol site:protocols.io"", ""LRRK2 cilia striatum Hedgehog protocols.io immunofluorescence RNAscope"", ""protocols.io LRRK2 primary cilia mouse brain striatum cholinergic neurons immunohistochemistry""]",[],False,
41559478,52136,"[""HCN channel supragranular pyramidal neurons primate patch-seq single-nucleus RNA sequencing protocols.io"", ""protocols.io patch-seq HCN channels primate neocortex pyramidal neurons transcriptomics"", ""protocols.io patch-seq human cortex neurons electrophysiology transcriptomics site:protocols.io"", ""\""protocols.io\"" patch-seq cortical neurons snRNA-seq primate HCN channels""]","[""https://www.protocols.io/view/patch-seq-recording-and-extraction-8epv51n45l1b/v3"", ""https://www.protocols.io/view/patch-seq-recording-and-extraction-bdpei5je"", ""https://www.protocols.io/view/multiplexed-snrna-seq-from-frozen-human-brain-samp-kqdg369keg25/v1"", ""https://www.protocols.io/view/slide-tags-snrna-seq-protocol-v-1-2-tags-dnfh5bj6"", ""https://www.protocols.io/view/patch-seq-of-cultured-human-dorsal-root-ganglion-n-j8nlkyw15g5r/v1"", ""https://www.protocols.io/view/patch-seq-of-cultured-human-dorsal-root-ganglion-n-g7fzbzjp7"", ""https://www.protocols.io/view/nuclei-isolation-for-single-nucleus-rna-sequencing-7xchpiw"", ""https://www.protocols.io/view/brain-nuclei-isolation-for-snrna-seq-from-frozen-t-bpikmiw"", ""https://www.protocols.io/view/single-nucleus-rna-sequencing-snrna-seq-from-froze-14egnzoe"", ""https://www.protocols.io/view/whole-cell-patch-clamp-recordings-from-acute-brain-n92ldnx9ol5b/v1""]",False,
38273288,42445,"[""protocols.io DNA methylation deconvolution cell-type proportions bulk cortex neuronal glial EWAS"", ""protocols.io methylation-based cell type deconvolution brain cortex reference panel neurons glia"", ""protocols.io FANS fluorescence activated nuclei sorting human brain cortex DNA methylation deconvolution"", ""protocols.io HiBED EpiSCORE brain cell type deconvolution methylation EWAS cortex protocol""]","[""https://www.protocols.io/view/fluorescence-activated-nuclei-sorting-fans-on-huma-bmh2k38e"", ""https://www.protocols.io/view/fluorescence-activated-nuclei-sorting-fans-on-huma-36wgq4965vk5/v1"", ""https://www.protocols.io/view/isolation-of-neuronal-nuclei-from-human-frozen-pos-cbcdsis6"", ""https://www.protocols.io/view/fluorescence-activated-nuclei-sorting-fans-for-sin-dd2d28a6"", ""https://www.protocols.io/view/nuclei-isolation-immunostaining-and-fluorescence-a-ddz52786"", ""https://www.protocols.io/view/quantifying-cell-type-proportions-human-cortex-dna-methylation"", ""https://www.protocols.io/view/hibed-hierarchical-brain-dna-methylation-deconvolu"", ""https://www.protocols.io/view/episcore-cell-type-deconvolution-bulk-tissue-dna-m"", ""https://www.protocols.io/view/reference-free-deconvolution-complex-dna-methylati"", ""https://www.protocols.io/view/celldmc-cell-type-specific-dna-methylation-changes""]",False,
34447628,55692,"[""protocols.io SARS-CoV-2 RNA wastewater solids storage temperature freeze-thaw surveillance"", ""protocols.io wastewater epidemiology SARS-CoV-2 solid sample storage conditions RNA stability"", ""protocols.io \""storage conditions\"" \""wastewater solids\"" SARS-CoV-2 freeze-thaw temperature RNA quantification"", ""protocols.io \""effect of storage\"" wastewater SARS-CoV-2 solids biobanking epidemiology site:protocols.io""]","[""https://www.protocols.io/view/extraction-of-rna-from-wastewater-primary-solids-u-bi6skhee.html"", ""https://www.protocols.io/view/high-throughput-sars-cov-2-pmmov-and-bcov-quantifi-b2mjqc4n.html"", ""https://www.protocols.io/view/quantification-of-various-sars-cov-2-variant-mutat-cnacvaaw.html"", ""https://www.protocols.io/view/one-step-rt-qpcr-for-sars-cov-2-wastewater-surveil-bpk3mkyn.html"", ""https://www.protocols.io/view/wastewater-concentration-by-adsorption-and-direct-bhiuj4ew.html"", ""https://www.protocols.io/view/quantification-of-the-sars-cov-2-using-nanotrap-pa-b8mnru5e.html"", ""https://www.protocols.io/view/protocol-for-safe-affordable-and-reproducible-isol-bxavpie6"", ""https://www.protocols.io/view/concentration-extraction-and-quantification-of-sar-b9w2r7ge"", ""https://www.protocols.io/view/ncbi-submission-protocol-for-sars-cov-2-wastewater-b2uyqexw""]",False,
42367214,217486,"[""RNAscope FISH immunohistochemistry mouse brain sections neuronal protocols.io"", ""protocols.io RNAscope IHC combined fluorescent in situ hybridization brain single cell"", ""protocols.io RNAscope IHC combined neuronal cell type quantification mRNA single cell resolution brain""]","[""https://www.protocols.io/view/fluorescent-in-situ-hybridization-fish-rnascope-in-36wgq4nq5vk5/v2"", ""https://www.protocols.io/view/fluorescence-in-situ-hybridization-fish-rnascope-i-bq2imyce"", ""https://www.protocols.io/view/v2-rnascope-in-situ-hybridization-bp2l6xey1lqe/v1"", ""https://www.protocols.io/view/v2-rnascope-yxmvmmdw5v3p/v1"", ""https://www.protocols.io/view/v2-rnascope-c7vbzn2n"", ""https://www.protocols.io/view/immunohistochemistry-ihc-on-mouse-brain-slices-5qpvokmq7l4o/v1"", ""https://www.protocols.io/view/hcr-fish-on-mouse-brain-sections-36wgq1y65vk5/v1"", ""https://www.protocols.io/view/multiplexed-rna-fish-on-expanded-mouse-brain-slice-ddvr2656"", ""https://www.protocols.io/view/combining-rnascope-and-immunohistochemistry-neurons-microglia"", ""https://www.protocols.io/view/rnascope-fish-ihc-colocalization-mouse-brain-neurons""]",False,
36217031,28026,"[""large serine recombinase site-specific integration large DNA human cells protocols.io"", ""site-specific DNA integration no double-strand breaks serine recombinase human cells protocol"", ""Bxb1 PhiC31 large serine recombinase landing pad integration protocol protocols.io"", ""site:protocols.io serine recombinase Bxb1 PhiC31 integration human cells large DNA""]",[],False,
30397333,122011|122015|122022|122026|122028|122029,"[""protocols.io comparative genomics parasitic nematodes flatworms expanded gene families drug targets"", ""protocols.io helminth worm genomics OrthoFinder gene family expansion drug targets protocol"", ""protocols.io helminth comparative genomics OrthoMCL gene family analysis nematode platyhelminth"", ""site:protocols.io worm parasite genomics CAFE gene family expansion drug target identification""]","[""https://www.protocols.io/view/genomic-and-transcriptomic-data-production-for-hel-x54v9rnxpv3e/v1"", ""https://www.protocols.io/view/comparative-genomics-of-parasitic-helminths-nematod-bp2l6b5rrgqe"", ""https://www.protocols.io/view/orthofinder-pipeline-for-gene-family-clustering-an-eq2lyno5wgx9"", ""https://www.protocols.io/view/gene-family-expansion-analysis-using-cafe-in-parasi-n2bvj6n85lk5"", ""https://www.protocols.io/view/helminth-genome-annotation-and-functional-analysis-dm6gpz5w7lzp"", ""https://www.protocols.io/view/drug-target-identification-in-parasitic-nematodes-b2tsqen6"", ""https://www.protocols.io/view/orthomcl-based-ortholog-clustering-for-multi-specie-kxygx3qjdg8j"", ""https://www.protocols.io/view/wormbase-parasite-comparative-genomics-data-retriev-yxmvxm36"", ""https://www.protocols.io/view/subtractive-genomics-pipeline-for-helminth-drug-tar-j8nlkxpe"", ""https://www.protocols.io/view/busco-assessment-and-genome-quality-control-for-par-6qpvr6o6""]",True,1
29269866,121966,"[""protocols.io DNA methylation white blood cells HIV hepatitis C intravenous drug use epigenome-wide"", ""protocols.io EWAS DNA methylation HIV HCV coinfection blood epigenome"", ""protocols.io epigenome-wide DNA methylation HIV HCV drug use white blood cells EWAS protocol"", ""site:protocols.io DNA methylation HIV HCV IDU drug use CpG blood methylation array""]",[],False,
21702933,121131,"[""lymphatic endothelial cells new vessels corneal assay lymphangioma transmission electron microscopy protocols.io"", ""site:protocols.io lymphangiogenesis electron microscopy lymphatic endothelial"", ""protocols.io lymphangiogenesis corneal assay transmission electron microscopy tube morphogenesis"", ""protocols.io \""lymphatic ring assay\"" OR \""lymphangioma\"" OR \""corneal lymphangiogenesis\"" TEM ultrastructure""]","[""https://www.protocols.io/view/the-lymphatic-ring-assay-a-3d-culture-model-of-lym-q26g7mj18gwz/v1"", ""https://www.protocols.io/view/preparation-of-cells-for-transmission-electron-mic-j8nlk47ewg5r/v1"", ""https://www.protocols.io/view/transmission-electron-microscopy-tem-protocol-for-14egn4bmqv5d/v1""]",True,1
36951106,121325,"[""alanyl-tRNA synthetase chiral selectivity D-alanine DTD deacylase protocol site:protocols.io"", ""DTD D-aminoacyl-tRNA deacylase D-alanine mischarging correction protocol protocols.io"", ""AlaRS D-alanine editing DTD deacylase tRNA aminoacylation protocol protocols.io"", ""protocols.io aminoacyl-tRNA synthetase D-amino acid chiral proofreading deacylation assay""]",[],False,
42391002,258601,"[""protocols.io single-cell RNA sequencing Bacteroidota gut bacteria FACS MATQ-seq"", ""protocols.io MATQ-seq Bacteroides thetaiotaomicron ribosomal RNA depletion single cell"", ""protocols.io bacterial scRNA-seq anaerobic Bacteroidota Bacteroides thetaiotaomicron FACS rRNA depletion"", ""protocols.io MATQ-seq bacterial single cell RNA sequencing gut microbiome anaerobic"", ""protocols.io \""Bacteroides thetaiotaomicron\"" OR \""Bacteroidota\"" \""single-cell\"" OR \""MATQ-seq\"" OR \""FACS\"" scRNA-seq anaerobic""]","[""https://www.protocols.io/view/matq-seq-protocol-j8nlk9jn5v5r/v1"", ""https://www.protocols.io/view/bacterial-single-cell-rna-seq-matq-seq-with-cas9-b-x54v9y8qmg3e/v1"", ""https://www.protocols.io/view/improved-bacterial-single-cell-rna-seq-automated-m-81wgby83zgpw/v1"", ""https://www.protocols.io/view/bacterial-scrna-seq-facs-sorting-anaerobic-bacteria-n92ldp6xxg5b/v1"", ""https://www.protocols.io/view/single-cell-rna-seq-bacteroides-thetaiotaomicron-b-ewov14n77gr5/v1"", ""https://www.protocols.io/view/dash-rrna-depletion-bacterial-scrna-seq-kxygxpe6/v1"", ""https://www.protocols.io/view/single-cell-rna-seq-dm6gpzro8lzp/v1"", ""https://www.protocols.io/view/bacterial-facs-sorting-single-cell-transcriptomics-bp2l6bpwdvqe/v1"", ""https://www.protocols.io/view/cell-lysis-plus-depletion-single-nucleus-rna-seq-c-g5t3by6qp/v1"", ""https://www.protocols.io/view/matq-seq-bacterial-scrna-seq-gut-microbiome-6qpvr44n7gmk/v1""]",False,
35243422,47595,"[""protocols.io multiomics longitudinal profiling serial biopsies metastatic breast cancer tumor evolution"", ""protocols.io serial biopsy immune microenvironment therapy resistance breast cancer multiomics"", ""protocols.io SMMART serial biopsy multiomics breast cancer WES RNA-seq proteomics protocol"", ""protocols.io longitudinal tumor biopsy multiomics genomics transcriptomics immune profiling cancer"", ""protocols.io site:protocols.io serial biopsy multiomics breast cancer WES RNA-seq CyTOF RPPA tumor microenvironment longitudinal""]",[],False,
39359233,237191,"[""protocols.io 3D human skin model in vitro toxicology alternative animal testing"", ""protocols.io reconstructed human epidermis skin irritation risk assessment protocol"", ""protocols.io skin equivalent EpiDerm EpiSkin toxicology skin irritation corrosion sensitization protocol site:protocols.io"", ""protocols.io \""3D skin\"" OR \""reconstructed human epidermis\"" OR \""skin equivalent\"" toxicology""]","[""https://www.protocols.io/view/reconstructed-human-epidermis-rhe-skin-irritation-dm6gpj9rdlzp/v1"", ""https://www.protocols.io/view/3d-full-thickness-human-skin-equivalent-model-for-14egnzjpe"", ""https://www.protocols.io/view/in-vitro-skin-corrosion-test-using-epiderm-ft-oecd-bp2l6xz7gvqe"", ""https://www.protocols.io/view/3d-reconstructed-human-skin-micronucleus-rsmn-geno-6qpvr4xzpgmk"", ""https://www.protocols.io/view/skin-sensitization-testing-using-reconstructed-hum-cvc5uvw6"", ""https://www.protocols.io/view/epiderm-skin-irritation-test-oecd-tg-439-mattek-ep-bc2jiyun"", ""https://www.protocols.io/view/in-vitro-comet-assay-in-3d-human-epidermal-skin-mo-hfeb3je"", ""https://www.protocols.io/view/3d-bioprinted-human-skin-model-for-dermal-toxicolo-6qpvr4xlpgmk"", ""https://www.protocols.io/view/full-thickness-skin-equivalent-for-chemical-permeation-dermotoxicology-x54v9y26"", ""https://www.protocols.io/view/air-liquid-interface-culture-of-keratinocytes-for-3d-skin-toxicity-nz49d9z6""]",False,
30462808,24110,"[""LT4 subclinical hyperthyroidism oxidative stress TSH suppression thyroidectomy protocol site:protocols.io"", ""protocols.io oxidative stress redox balance levothyroxine TSH suppression thyroid cancer"", ""protocols.io redox profile subclinical hyperthyroidism TBARS GSH GSSG catalase thyroidectomy"", ""protocols.io oxidative stress markers lipid peroxidation glutathione catalase thyroid hormone blood samples protocol""]","[""https://www.protocols.io/view/determination-of-total-glutathione-gsh-and-oxidize-8epv5bz4v1bz/v1"", ""https://www.protocols.io/view/thiobarbituric-acid-reactive-substances-tbars-assa-3sngnde"", ""https://www.protocols.io/view/lipid-peroxidation-lpx-assay-for-zooplankton-homog-m4vc8w6"", ""https://www.protocols.io/view/catalase-activity-assay-bpk5mkyn"", ""https://www.protocols.io/view/measurement-of-oxidative-stress-markers-in-human-b-bpyjmpwn"", ""https://www.protocols.io/view/protein-carbonyl-assay-bpnqmmde"", ""https://www.protocols.io/view/ferrous-oxidation-xylenol-orange-fox-assay-for-lip-bizkaf6e"", ""https://www.protocols.io/view/gssg-gsh-ratio-determination-oxidized-reduced-glut-bpykmpxn"", ""https://www.protocols.io/view/assessment-of-redox-status-in-human-blood-samples-b4vpyw6n"", ""https://www.protocols.io/view/spectrophotometric-determination-of-catalase-activ-bc5hiy36""]",True,2
33350435,281914,"[""protocols.io hepatic stellate cells isolation mouse Nycodenz gradient quiescent"", ""protocols.io hepatic stellate cells serum-free culture fibrosis activation in vitro mouse liver"", ""protocols.io mouse hepatic stellate cell isolation Nycodenz density gradient collagenase perfusion"", ""site:protocols.io hepatic stellate cell isolation mouse liver Nycodenz quiescent fibrosis""]",[],False,
