pmid,target_protocol_ids,queries_issued,candidate_urls,is_hit,hit_rank
34457243,36007,"[""SARS-CoV-2 ARTIC protocol whole genome sequencing protocols.io"", ""ARTIC SARS-CoV-2 amplicon sequencing protocol protocols.io site:protocols.io"", ""nCoV-2019 sequencing protocol v1 v2 nanopore LoCost protocols.io Josh Quick""]","[""https://www.protocols.io/view/ncov-2019-sequencing-protocol-v3-locost-bh42j8ye"", ""https://www.protocols.io/view/ncov-2019-sequencing-protocol-v3-locost-bp2l6n26rgqe/v3/materials"", ""https://www.protocols.io/view/ncov-2019-sequencing-protocol-bbmuik6w"", ""https://www.protocols.io/view/artic-sars-cov-2-sequencing-protocol-v4-lsk114-bp2l6n26rgqe/v4"", ""https://www.protocols.io/view/sars-cov-2-sequencing-on-illumina-miseq-using-arti-bfefjjbn"", ""https://www.protocols.io/view/sars-cov-2-sequencing-on-illumina-miseq-using-arti-bffyjjpw"", ""https://www.protocols.io/view/covid-19-artic-v3-illumina-library-construction-an-bky5kxy6"", ""https://www.protocols.io/view/nebnext-library-construction-and-sequencing-for-sa-bhu2j6ye"", ""https://www.protocols.io/view/nanopore-ncov-2019-sequencing-protocol-rapid-barco-b3bcqiiw"", ""https://www.protocols.io/view/sars-cov-2-whole-genome-sequencing-on-illumina-brfzm3p6""]",True,5
34484143,37580,"[""protocols.io FTHFS formyltetrahydrofolate synthetase acetogen biogas sequencing"", ""protocols.io AcetoScan Wood-Ljungdahl pathway amplicon sequencing protocol"", ""protocols.io Singh Schnurer Muller FTHFS acetogen biogas digester sequencing protocol"", ""protocols.io \""FTHFS\"" OR \""acetogen\"" OR \""AcetoScan\"" anaerobic digester amplicon sequencing dx.doi.org/10.17504""]","[""https://www.protocols.io/view/high-throughput-sequencing-of-fthfs-gene-amplicons"", ""https://www.protocols.io/view/acetogen-targeted-amplicon-sequencing-biogas"", ""https://www.protocols.io/view/fthfs-gene-amplicon-sequencing-anaerobic-digester"", ""https://www.protocols.io/view/acetoscan-pipeline-fthfs-amplicon-analysis"", ""https://www.protocols.io/view/amplicon-pcr-amp-library-preparation-for-illumina-261gerqxol47/v1"", ""https://www.protocols.io/view/16s-rrna-gene-amplicon-sequencing-anaerobic-digest"", ""https://www.protocols.io/view/multiplexed-amplicon-sequencing-functional-marker-gene"", ""https://www.protocols.io/view/wood-ljungdahl-pathway-marker-gene-sequencing"", ""https://www.protocols.io/view/dna-extraction-anaerobic-digester-sludge-microbial"", ""https://www.protocols.io/view/illumina-amplicon-sequencing-microbial-community-profiling""]",False,
39777783,57770|830|845,"[""protocols.io archaeal virus metagenomics marine virome assembly annotation"", ""protocols.io Poseidoniales archaea virus genomics subtropical estuary"", ""protocols.io viral metagenomics VirSorter CheckV VIBRANT archaeal virus identification workflow"", ""protocols.io Magrovirales magrovirus archaeal virus genomics phylogenetics""]","[""https://www.protocols.io/view/viral-sequence-identification-sop-with-virsorter2-5qpvoyqebg4o/v3"", ""https://www.protocols.io/view/viral-sequence-identification-sop-with-virsorter2-5qpvoyqebg4o/v2"", ""https://www.protocols.io/view/viral-sequence-identification-sop-with-virsorter2-bwm5pc86"", ""https://www.protocols.io/view/applying-vcontact-to-viral-sequences-and-visualizi-kqdg3pnql25z/v4"", ""https://www.protocols.io/view/Identifying-Viral-Sequences-Using-VirSorter-Cyvers-ev2be8e"", ""https://www.protocols.io/view/MetaVir-Analysis-of-viromes-261ge4rwv479/v1"", ""https://www.protocols.io/view/The-Isolation-of-Viruses-Infecting-Archaea-ebibake"", ""https://www.protocols.io/view/Detection-of-Lysogeny-in-Marine-Environments-ebjbakn""]",False,
36149401,50829,"[""LRRK2 Rab GTPase phosphorylation protocol protocols.io"", ""protocols.io LRRK2 kinase Rab8 Rab10 phosphorylation assay"", ""protocols.io LRRK2 Rab29 Armadillo domain lipid bilayer kinase inhibitor washout"", ""protocols.io LRRK2 purification Rab10 lipid bilayer reconstitution feed-forward""]","[""https://www.protocols.io/view/assay-for-dual-rab-gtpase-binding-to-the-lrrk2-arm-cg2ztyf6"", ""https://www.protocols.io/view/assay-for-phosphorab-activation-of-lrrk2-kinase-6qpvr4o8zgmk/v1"", ""https://www.protocols.io/view/microscale-thermophoresis-determination-of-rab29-b-8epv5zkj4v1b/v1"", ""https://www.protocols.io/view/expression-and-purification-of-rab10-1-181-stoichi-4r3l24p1xg1y/v1"", ""https://www.protocols.io/view/lrrk2-rckw-protein-purification-81wgb6693lpk/v1"", ""https://www.protocols.io/view/western-blotting-for-lrrk2-signalling-in-macrophag-bvsvn6e6.html"", ""https://www.protocols.io/view/flag-tag-mediated-co-immunoprecipitation-of-phosph-g35zbyq77.html"", ""https://www.protocols.io/view/sds-page-and-western-blotting-gy6gbxzbx.html"", ""https://www.protocols.io/view/expression-and-purification-of-flag-rab3a-phosphor-g3pdbymi7.html"", ""https://dx.doi.org/10.17504/protocols.io.dm6gbixhp""]",True,3
37425958,256618,"[""protocols.io RET receptor tyrosine kinase endosomal trafficking internalization clathrin"", ""protocols.io TMEM127 pheochromocytoma RET trafficking protocol"", ""protocols.io clathrin coated pit internalization receptor surface biotinylation endocytosis assay"", ""protocols.io TIRF microscopy clathrin coated pit live cell imaging membrane protein trafficking"", ""protocols.io surface biotinylation receptor internalization degradation assay cell membrane RET EGFR""]","[""https://www.protocols.io/view/cell-surface-biotinylation-x54v9d9o4g3e/v1"", ""https://www.protocols.io/view/cell-surface-biotinylation-cu22wyge"", ""https://www.protocols.io/view/cell-surface-immunofluorescence-staining-protocol-tihekb6"", ""https://www.protocols.io/view/receptor-internalization-assay-by-flow-cytometry-b4gaqtae"", ""https://www.protocols.io/view/endocytosis-assay-transferrin-uptake-bvt8n6rw"", ""https://www.protocols.io/view/clathrin-mediated-endocytosis-assay-by-transferrin-bekekcce"", ""https://www.protocols.io/view/immunofluorescence-staining-of-membrane-proteins-b4qaqtse"", ""https://www.protocols.io/view/live-cell-tirf-microscopy-for-clathrin-coated-pit-bqbcmsie"", ""https://www.protocols.io/view/surface-protein-degradation-assay-endocytosis-bysanpbe"", ""https://www.protocols.io/view/proximity-ligation-assay-pla-for-protein-complex-d-bqbcmste""]",False,
37337093,121261,"[""protocols.io bile duct ligation rat liver cirrhosis AVP supraoptic nucleus"", ""protocols.io loose patch recording GABA muscimol supraoptic nucleus AVP neurons"", ""protocols.io ClopHensorN chloride indicator AAV supraoptic nucleus hypothalamus electrophysiology"", ""protocols.io bile duct ligation rat NKCC1 KCC2 bumetanide intracellular chloride GABA"", ""protocols.io \""bile duct ligation\"" OR \""supraoptic nucleus\"" OR \""ClopHensorN\"" OR \""loose patch\"" vasopressin GABA chloride""]",[],False,
32169215,121580,"[""SRPK1 protamine phosphorylation ATAC-seq fertilized oocyte protocols.io"", ""protocols.io ATAC-seq sperm oocyte pronuclei chromatin accessibility"", ""protocols.io low-input ATAC-seq single oocyte embryo ultra-low cell number"", ""protocols.io nucleoplasmin NPM2 histone H3.3 HIRA sperm chromatin decondensation fertilization"", ""protocols.io ATAC-seq mouse sperm oocyte zygote pronucleus ultra-low input single cell""]","[""https://www.protocols.io/view/omni-atac-x54v97m9mg3e/v1"", ""https://www.protocols.io/view/a-simple-atac-seq-protocol-for-population-epigenet-6qpvro4qbvmk/v1"", ""https://www.protocols.io/view/atac-seq-protocol-dtab6ian.html"", ""https://www.protocols.io/view/atac-seq-from-nuclei-from-frozen-tissue-bp2l6b4nkgqe/v1"", ""https://www.protocols.io/view/low-cell-input-nuclei-isolation-for-single-cell-at-bp2l6n1xkgqe/v1"", ""https://www.protocols.io/view/sci-atac-seq3-be8mjhu6"", ""https://www.protocols.io/view/hicar-for-mouse-hl-1-cells-following-enhancer-pert-36wgqn2yygk5/v1"", ""https://www.protocols.io/view/intestinal-organoid-dissociation-and-nuclei-isolat-bdeui3ew"", ""https://www.protocols.io/view/nuclei-prep-for-single-cell-rna-atac-seq-from-inte-bmbak2ie.html"", ""https://www.protocols.io/view/share-seq-v1-bmbik2ke""]",False,
42539119,22617,"[""protocols.io C. elegans LITE-1 blue light avoidance diacetyl chemoreceptor"", ""protocols.io C. elegans light avoidance assay body-wall muscle contraction"", ""protocols.io C. elegans chemotaxis assay diacetyl odorant avoidance"", ""protocols.io C. elegans blue light avoidance assay NGM plate""]","[""https://www.protocols.io/view/c-elegans-chemotaxis-assay-n2-diacetyl-bfvqjn4w"", ""https://www.protocols.io/view/c-elegans-chemotaxis-assay-bfvqjn4w"", ""https://www.protocols.io/view/c-elegans-light-avoidance-assay-bwm-contraction-n2"", ""https://www.protocols.io/view/disease-model-screen-protocol-bp2l6b7x5gqe/v1"", ""https://www.protocols.io/view/c-elegans-odorant-avoidance-assay-nociception-bgf5jt8n"", ""https://www.protocols.io/view/caenorhabditis-elegans-chemotaxis-assay-bak7icrn"", ""https://www.protocols.io/view/c-elegans-body-length-muscle-contraction-assay-bvd9n296"", ""https://www.protocols.io/view/37-c-heat-shock-survival-assay-for-c-elegans-v6re9d6"", ""https://www.protocols.io/view/synchronized-c-elegans-culture-on-ngm-plates-for-f-cgyxtxxn"", ""https://www.protocols.io/view/making-lb-ngm-plates-bbbgiijw""]",False,
30862831,121717,"[""Two-tailed RT-qPCR quality control panel microRNA biofluids protocols.io"", ""protocols.io Two-tailed RT-qPCR spike-in microRNA serum plasma quality control"", ""protocols.io Androvic Valihrach two-tailed RT-qPCR microRNA circulating biofluid spike-in"", ""site:protocols.io two-tailed RT-qPCR microRNA quality control serum plasma"", ""protocols.io miRNeasy serum plasma advanced Qiagen microRNA isolation two-tailed qPCR spike-in QC panel""]",[],False,
38989890,3315,"[""Drosophila melanogaster RNA extraction transcriptomics protocol protocols.io"", ""protocols.io Drosophila tRNA mistranslation transcriptome RNA-seq"", ""protocols.io RNA extraction Drosophila whole flies TRIzol Cenik Mortimer mistranslation"", ""protocols.io \""RNA extraction\"" \""Drosophila\"" whole adult flies TRIzol sex-specific""]",[],False,
38863673,11534,"[""splice2neo neoantigen splicing protocols.io"", ""tumor-specific splice junction neoantigen RNA-seq protocol protocols.io"", ""protocols.io exon skipping RT-PCR tumor RNA neoantigen splicing melanoma"", ""protocols.io SpliceAI MMSplice LeafCutter RNA-seq neoepitope MHC binding""]","[""https://www.protocols.io/view/splice2neo-workflow-for-mutation-derived-tumor-spe-14egnz"", ""https://www.protocols.io/view/rna-seq-based-detection-of-alternative-splicing-ev-bwm5pc86"", ""https://www.protocols.io/view/somatic-mutation-effect-prediction-on-splicing-wit-6qpvr4n2"", ""https://www.protocols.io/view/neoantigen-prediction-from-tumor-rna-seq-and-whole-36wgq7be"", ""https://www.protocols.io/view/rt-pcr-validation-of-exon-skipping-events-from-tum-bp2l6dbe"", ""https://www.protocols.io/view/leafcutter-spliadder-splice-junction-detection-rna-n2bvj6o6"", ""https://www.protocols.io/view/mhc-i-ii-neoepitope-binding-prediction-pipeline-8epv5xn6"", ""https://www.protocols.io/view/tumor-rna-extraction-and-cdna-synthesis-for-splici-b2enqde6"", ""https://www.protocols.io/view/whole-exome-sequencing-somatic-variant-calling-for-bvt8n6rw"", ""https://www.protocols.io/view/cancer-neoantigen-identification-from-rna-seq-and-6qpvrmn2""]",False,
34616066,11605,"[""protocols.io mouse primary motor cortex single cell transcriptomics snRNA-seq"", ""protocols.io BRAIN Initiative cell census mouse motor cortex multiomics"", ""protocols.io BICCN mouse motor cortex snRNA-seq snATAC-seq nuclei isolation 10x SMART-seq"", ""protocols.io BICCN mouse cortex tissue dissociation nuclei snRNA snATAC methylation multiome site:protocols.io""]","[""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-bdeni3de"", ""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-5jyl8m9edg2w/v4"", ""https://www.protocols.io/view/tissue-dissociation-and-nuclei-isolation-bes7jehn"", ""https://www.protocols.io/view/tissue-dissociation-and-nuclei-isolation-4r3l28ynpl1y/v1"", ""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-bdeai3ae"", ""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-bw52pg8e"", ""https://www.protocols.io/view/protocol-for-nuclei-isolation-from-fresh-and-froze-5jyl8m9edg2w/v2"", ""https://www.protocols.io/view/isolation-of-nuclei-from-frozen-tissue-for-snmulti-kxygxmr34l8j/v2"", ""https://www.protocols.io/view/nuclei-isolation-for-10x-chromium-single-nuclei-rn-cymyxu7w"", ""https://www.protocols.io/view/fiber-seq-for-flash-frozen-mouse-tissue-for-igvf-dnvq5e5w""]",False,
26320937,121622,"[""protocols.io extracellular RNA exRNA biofluid collection processing ERCC"", ""protocols.io \""extracellular RNA\"" \""extracellular vesicles\"" biofluid separation isolation"", ""protocols.io \""Sample and Assay Standards Working Group\"" OR \""exRNA Communication Consortium\"" biofluid collection"", ""protocols.io exRNA ERCC ultracentrifugation precipitation plasma urine CSF saliva""]","[""https://www.protocols.io/view/isolation-of-extracellular-vesicles-and-rna-from-s-bp2l6d625vqe/v1"", ""https://www.protocols.io/view/isolation-of-extracellular-vesicles-and-rna-using-rm7vzkdj4vx1/v1"", ""https://www.protocols.io/view/rna-isolation-using-the-mirneasy-micro-kit-14egn9q6pl5d/v1"", ""https://www.protocols.io/view/2021-11-25-plasma-ultracentrifugation-protocol-b2c6qaze"", ""https://www.protocols.io/view/virus-concentration-from-wastewater-using-peg-prec-bx9ipr4e"", ""https://www.protocols.io/view/emp-sample-submission-guide-pfqdjmw""]",False,
28650476,121906,"[""CrY2H-seq protocol protocols.io yeast two-hybrid Arabidopsis transcription factor"", ""protocols.io CrY2H-seq Cre recombinase yeast two-hybrid sequencing"", ""protocols.io CrY2H-seq Arabidopsis transcription factor interactome AtTFIN"", ""protocols.io yeast two-hybrid Cre recombinase sequencing protein interaction mapping"", ""protocols.io \""CrY2H\"" OR \""yeast two-hybrid\"" OR \""BFG-Y2H\"" multiplexed protein interaction sequencing site:protocols.io""]","[""https://www.protocols.io/view/yeast-two-hybrid-interaction-assay-btzenp3e"", ""https://www.protocols.io/view/protein-interaction-analysis-of-kaic3-with-various-v7ve9n6"", ""https://www.protocols.io/view/protein-interaction-analysis-of-kaic3-with-various-3byl429pjvo5/v1""]",False,
36045295,36887,"[""protocols.io vindoline catharanthine vinblastine yeast biosynthesis"", ""protocols.io monoterpene indole alkaloids MIA yeast Catharanthus roseus"", ""protocols.io vinblastine yeast microbial biosynthesis Denby Trenchard"", ""protocols.io \""microbial supply chain\"" vinblastine catharanthine vindoline protocol"", ""protocols.io Zhang Hansen Gudich Keasling vinblastine yeast 2022""]",[],False,
36555794,199148|55889,"[""protocols.io RT-qPCR multiplex SARS-CoV-2 Omicron variant detection one-step"", ""protocols.io WGS SARS-CoV-2 Omicron subvariants RT-qPCR clinical samples"", ""protocols.io \""ins214EPE\"" OR \""ERS31del\"" SARS-CoV-2 Omicron RT-qPCR BA.1 BA.2"", ""protocols.io SARS-CoV-2 Omicron one-step RT-qPCR ORF1 ins214EPE multiplex WGS cross-validation""]","[""https://www.protocols.io/view/sars-cov-2-omicron-detection-rt-qpcr-assay-with-b-kqdg3p9nql25"", ""https://www.protocols.io/view/one-step-rt-pcr-ins214epe-assay-for-omicron-b-1-1-b2trqem6"", ""https://www.protocols.io/view/quantification-of-various-sars-cov-2-variant-mutat-cnacvaaw"", ""https://www.protocols.io/view/multiplexed-rt-qpcr-to-screen-for-sars-cov-2-b-1-1-ewov14dnkvr2"", ""https://www.protocols.io/view/multiplexed-rt-qpcr-to-screen-for-sars-cov-2-b-1-1-br9vm966"", ""https://www.protocols.io/view/one-step-rt-qpcr-for-sars-cov-2-wastewater-surveil-bpk3mkyn"", ""https://www.protocols.io/view/one-step-rt-qpcr-for-sars-cov-2-wastewater-surveil-bsgvnbw6""]",True,2
38819130,53258|53350|53493,"[""protocols.io GenomeTrakr SARS-CoV-2 wastewater sequencing FDA"", ""protocols.io SARS-CoV-2 wastewater surveillance sequencing PRJNA757291"", ""protocols.io GenomeTrakr wastewater SARS-CoV-2 collection concentration library prep sequencing workspace"", ""protocols.io GenomeTrakr wastewater SARS-CoV-2 ARTIC amplicon sequencing library prep QC collection site""]","[""https://www.protocols.io/view/ncbi-submission-protocol-for-sars-cov-2-wastewater-ewov14w27vr2/v10"", ""https://www.protocols.io/view/ncbi-submission-protocol-for-sars-cov-2-wastewater-ewov14w27vr2/v7"", ""https://www.protocols.io/view/ncbi-submission-protocol-for-sars-cov-2-wastewater-ewov14w27vr2/v3"", ""https://www.protocols.io/view/ncbi-submission-protocol-for-sars-cov-2-wastewater-b2uyqexw"", ""https://www.protocols.io/view/virus-concentration-from-wastewater-using-peg-prec-bx9ipr4e"", ""https://www.protocols.io/view/rt-qpcr-detection-of-sars-cov-2-from-wastewater-us-b66krhcw"", ""https://www.protocols.io/view/rna-extraction-from-wastewater-concentrates-using-bygvptw6"", ""https://www.protocols.io/view/rt-qpcr-detection-of-process-controls-murine-norov-b66rrhd6"", ""https://www.protocols.io/view/artic-neb-sars-cov-2-library-prep-bh3cj8iw"", ""https://www.protocols.io/view/artic-sars-cov-2-sequencing-protocol-v4-lsk114-dbw62phe""]",True,5
40880479,161270,"[""protocols.io microglia phagocytosis synaptic pruning actin cytoskeleton DISC1"", ""protocols.io bone marrow transplantation microglia replacement mouse protocol"", ""protocols.io microglia synaptosome phagocytosis actin filopodia lamellipodia hippocampal electrophysiology"", ""protocols.io DISC1 microglia bone marrow transplantation synaptic pruning spatial memory"", ""protocols.io primary microglia culture phagocytosis synaptosome pHrodo actin staining mouse hippocampus electrophysiology""]","[""https://www.protocols.io/view/isolation-and-phenotyping-of-adult-mouse-microglia-bnrbmd2n"", ""https://www.protocols.io/view/primary-microglial-culture-b4ubqwsn"", ""https://www.protocols.io/view/protocol-to-assess-engulfment-and-degradation-of-s-bp2l6xb3pxqe"", ""https://www.protocols.io/view/microglia-phagocytosis-assay-using-phrodo-labeled-s-bvt8n6rw"", ""https://www.protocols.io/view/bone-marrow-transplantation-in-mice-for-microglia-byyppxpn"", ""https://www.protocols.io/view/mouse-synaptosome-preparation-bqcpmswn"", ""https://www.protocols.io/view/actin-cytoskeleton-staining-phalloidin-fluorescent-bqebmtan"", ""https://www.protocols.io/view/hippocampal-neuron-culture-from-mouse-b4khqut6"", ""https://www.protocols.io/view/ex-vivo-hippocampal-slice-electrophysiology-epsc-r-bscenaee"", ""https://www.protocols.io/view/flow-cytometry-based-microglia-isolation-from-mous-bnnbmdan""]",False,
40875780,211793,"[""protocols.io capture ELISA IgE mosquito salivary protein"", ""protocols.io ELISA IgE detection mosquito saliva Aedes aegypti"", ""protocols.io capture ELISA IgE specific antibody detection anti-IgE coating"", ""protocols.io ELISA indirect capture IgE allergy serum mosquito AAEL000749""]","[""https://www.protocols.io/view/elisa-for-quantification-of-human-immunoglobulin-bj7xkrpn"", ""https://www.protocols.io/view/salivary-protein-extraction-and-precipitation-prot-kxygxqxdkv8j/v1"", ""https://www.protocols.io/view/indirect-enzyme-linked-immunosorbent-assay-elisa-f-bp2l6njdrgqe/v1"", ""https://www.protocols.io/view/elisa-protocol-mf2c3qe"", ""https://www.protocols.io/view/sars-cov-2-rbd-elisa-bikbkcsn"", ""https://www.protocols.io/view/protocol-of-ebv-ebna1-iga-elisa-test-v3ne8me""]",False,
30804551,122091,"[""protocols.io CAR-T cell Cpf1 AAV knock-in knockout CRISPR genome engineering"", ""protocols.io CRISPR Cpf1 T cell engineering chimeric antigen receptor AAV HDR"", ""protocols.io \""AAV-Cpf1\"" OR \""AAV Cpf1\"" CAR-T KIKO knock-in knockout T cell""]","[""https://www.protocols.io/view/rapid-modular-car-t-generation-with-crispr-cpf1-an-d3gj8jun"", ""https://www.protocols.io/view/aavs1-knock-in-kqdg3p63pl25/v1"", ""https://www.protocols.io/view/generation-of-knockout-and-rescue-cell-lines-using-eq2lynx5wvx9/v1""]",True,1
36824594,33534|33594,"[""Limnodynastes dumerilii genome assembly protocols.io"", ""amphibian genome assembly annotation protocol protocols.io Hi-C scaffolding repeat annotation"", ""protocols.io \""Limnodynastes dumerilii\"" genome sequencing assembly all protocols"", ""protocols.io banjo frog genome DNA extraction library construction sequencing""]","[""https://www.protocols.io/view/protocols-for-the-draft-genome-assembly-of-the-eas-bc37iyrn"", ""https://www.protocols.io/view/dna-extraction-protocol-for-the-eastern-banjo-frog-6qpvrop43vmk/v1"", ""https://www.protocols.io/view/construction-and-sequencing-of-dna-libraries-on-hi-x54v9m124g3e/v1"", ""https://www.protocols.io/view/quality-control-protocol-for-the-raw-sequencing-re-bghvjt66"", ""https://www.protocols.io/view/repetitive-element-annotation-for-the-eastern-banj-bgkbjusn"", ""https://www.protocols.io/view/protein-coding-gene-annotation-protocol-for-the-ea-kxygxen7wv8j/v1"", ""https://www.protocols.io/view/the-pipeline-of-assembly-and-annotation-eq2lyxrwgx9k/v1"", ""https://www.protocols.io/view/the-pipeline-of-hi-c-assembly-of-the-scapharca-bro-bp2l64y4rvqe/v1"", ""https://www.protocols.io/view/fish-genome-assembly-and-annotation-pipeline-ss3eegn"", ""https://www.protocols.io/view/plant-assemble-plant-de-novo-genome-assembly-scaff-b6hgrb3w""]",True,2
29901420,201300,"[""protocols.io macrophage conditioned medium hybridoma production protocol"", ""protocols.io MCM hybridoma bioassay RMH359"", ""protocols.io macrophage conditioned medium production monoclonal antibody hybridoma"", ""protocols.io \""conditioned medium\"" \""J774\"" OR \""macrophage\"" hybridoma cell viability MTT site:protocols.io""]","[""https://www.protocols.io/view/cell-culture-of-j774a-1-cells-cs67whhn"", ""https://www.protocols.io/view/l929-conditioned-medium-lcm-q26g7n1e3lwz/v1"", ""https://www.protocols.io/view/bone-marrow-derived-macrophage-bmdm-differentiatio-cupdwvi6"", ""https://www.protocols.io/view/igg-sequencing-of-rat-hybridoma-x54v9ppw1g3e/v1"", ""https://www.protocols.io/view/Optimized-Concentrations-for-Developmental-Studies-bp2l645zvqe5/v1""]",False,
34658337,43690,"[""protocols.io LRRK2 cilia striatum immunofluorescence mouse brain"", ""protocols.io Hedgehog signaling Gli1 in situ hybridization mouse brain striatum"", ""protocols.io Khan Dhekne LRRK2 cilia cholinergic interneuron striatum immunofluorescence"", ""protocols.io RNAscope Gli1 striatum mouse brain LRRK2 Parkinson""]","[""https://www.protocols.io/view/immunohistochemistry-of-human-brain-striatum-cilia-cyhzxt76"", ""https://www.protocols.io/view/v2-rnascope-c7vbzn2n"", ""https://www.protocols.io/view/fluorescence-in-situ-hybridization-fish-rnascope-i-bq2imyce"", ""https://www.protocols.io/view/immunofluorescence-based-assay-to-assess-lrrk2-ass-b5jhq4j6"", ""https://www.protocols.io/view/lrrk2-immunofluorescent-staining-n92ldze17v5b/v1"", ""https://www.protocols.io/view/experiments-in-hek-293-cells-g2twbyepf"", ""https://www.protocols.io/view/immunofluorescence-microscopy-of-primary-cilia-in-bp2l6bz6"", ""https://www.protocols.io/view/mouse-brain-sectioning-and-immunofluorescence-b4kbqusn"", ""https://www.protocols.io/view/rnascope-fluorescent-multiplex-assay-on-fresh-froz-bckniuve"", ""https://www.protocols.io/view/immunostaining-of-mouse-brain-sections-brhzm376""]",False,
41559478,52136,"[""protocols.io patch-seq brain slice pyramidal neurons HCN channel"", ""protocols.io patch-seq acute brain slice primate neocortex"", ""protocols.io patch-seq human neocortex slice culture Allen Institute supragranular"", ""protocols.io \""brain slice\"" \""non-human primate\"" OR \""macaque\"" patch-seq recording extraction""]","[""https://www.protocols.io/view/patch-seq-recording-and-extraction-8epv51n45l1b/v2"", ""https://www.protocols.io/view/patch-seq-recording-and-extraction-detailed-protoc-5qpvoyb2bg4o/v2"", ""https://www.protocols.io/view/patch-seq-recording-and-extraction-detailed-protoc-5qpvoyb2bg4o/v1"", ""https://www.protocols.io/en/view/patch-seq-recording-and-extraction-8epv51n45l1b/v3"", ""https://www.protocols.io/view/acute-human-brain-slice-preparation-for-ex-vivo-el-d7jv9kn6.html"", ""https://www.protocols.io/view/extraction-of-nuclei-from-brain-tissue-2srged6.html"", ""https://www.protocols.io/view/patch-seq-of-cultured-human-dorsal-root-ganglion-n-j8nlkyw15g5r/v1/v1"", ""https://www.protocols.io/view/patch-seq-of-cultured-human-dorsal-root-ganglion-n-g7fzbzjp7.html"", ""https://www.protocols.io/view/cortical-slice-culture-protocol-for-rodent-brain-gr5pbv85p"", ""https://www.protocols.io/view/cortical-slice-culture-protocol-for-rodent-brain-q26g79pz9vwz/v1""]",True,2
38273288,42445,"[""protocols.io brain cortex DNA methylation deconvolution neuronal glial cell types"", ""protocols.io epigenome-wide association study bulk brain tissue cell type deconvolution reference panel"", ""protocols.io FANS fluorescence activated nuclei sorting postmortem human cortex NeuN SOX10 DNA methylation"", ""protocols.io Hannon Roadmap brain cell type deconvolution EWAS cortex methylation""]","[""https://www.protocols.io/view/fluorescence-activated-nuclei-sorting-fans-on-huma-bmh2k38e"", ""https://www.protocols.io/view/fluorescence-activated-nuclei-sorting-fans-on-huma-36wgq4965vk5/v1"", ""https://www.protocols.io/view/isolation-of-neuronal-nuclei-from-human-frozen-pos-cbcdsis6"", ""https://www.protocols.io/view/fluorescence-activated-nuclei-sorting-fans-for-sin-81wgbzybygpk/v1"", ""https://www.protocols.io/view/nuclei-isolation-immunostaining-and-fluorescence-a-ddz52786"", ""https://www.protocols.io/view/fluorescence-activated-nuclei-sorting-fans-for-sin-dd2d28a6""]",False,
34447628,55692,"[""protocols.io SARS-CoV-2 RNA wastewater settled solids extraction PMMoV"", ""protocols.io wastewater solids SARS-CoV-2 RNA storage 4C -20C -80C PMMoV normalization"", ""protocols.io \""high throughput pre-analytical processing\"" wastewater settled solids SARS-CoV-2 Topol"", ""protocols.io \""high throughput RNA extraction\"" settled solids wastewater SARS-CoV-2 PCR inhibitor removal""]","[""https://www.protocols.io/view/high-throughput-pre-analytical-processing-of-waste-kxygxpod4l8j/v2"", ""https://www.protocols.io/view/high-throughput-pre-analytical-processing-of-waste-kxygxpod4l8j/v1"", ""https://www.protocols.io/view/high-throughput-rna-extraction-and-pcr-inhibitor-r-81wgb72bovpk/v2"", ""https://www.protocols.io/view/high-throughput-rna-extraction-and-pcr-inhibitor-r-b2mkqc4w"", ""https://www.protocols.io/view/high-throughput-sars-cov-2-pmmov-and-bcov-quantifi-b2mjqc4n"", ""https://www.protocols.io/view/high-throughput-sars-cov-2-pmmov-and-bcov-quantifi-b8kjruun.html"", ""https://www.protocols.io/view/high-throughput-sars-cov-2-pmmov-and-bcov-quantifi-e6nvw5orwvmk/v1"", ""https://www.protocols.io/view/extraction-of-rna-from-wastewater-primary-solids-u-6qpvroj6zvmk/v1"", ""https://www.protocols.io/view/quantification-of-various-sars-cov-2-variant-mutat-cnacvaaw.html"", ""https://www.protocols.io/view/v-2-direct-wastewater-rna-capture-and-purification-bjr9km96.html""]",True,4
