pmid,boolean_query,rank,result_pmid,result_title
37425958,"(""TMEM127"" OR ""transmembrane tumor suppressor"") AND (""RET"" OR ""receptor tyrosine kinase"" OR ""RTK"") AND (""endosomal trafficking"" OR ""receptor internalization"" OR ""clathrin coated pit"" OR ""clathrin-mediated endocytosis"" OR ""membrane trafficking"") AND (""pheochromocytoma"" OR ""adrenal tumor"" OR ""adrenal tumour"") AND (""cell surface accumulation"" OR ""receptor density"" OR ""membrane organization"" OR ""constitutive activity"" OR ""ligand-independent signaling"")",2,37425958,Loss of Tumour Suppressor TMEM127 Drives RET-mediated Transformation Through Disrupted Membrane Dynamics.
37337093,"(""supraoptic nucleus"" OR ""SON"") AND (""arginine vasopressin"" OR ""AVP"" OR ""vasopressin neurons"") AND (""GABA"" OR ""GABAA"" OR ""inhibition"" OR ""chloride"") AND (""liver cirrhosis"" OR ""bile duct ligation"" OR ""BDL"" OR ""hyponatremia"") AND (""NKCC1"" OR ""KCC2"" OR ""cation chloride cotransporter"" OR ""intracellular chloride"" OR ""ClopHensorN"" OR ""muscimol"")",1,37337093,Effects of bile duct ligation on the inhibitory control of supraoptic vasopressin neurons.
37337093,"(""supraoptic nucleus"" OR ""SON"") AND (""arginine vasopressin"" OR ""AVP"" OR ""vasopressin neurons"") AND (""GABA"" OR ""GABAA"" OR ""inhibition"" OR ""chloride"") AND (""liver cirrhosis"" OR ""bile duct ligation"" OR ""BDL"" OR ""hyponatremia"") AND (""NKCC1"" OR ""KCC2"" OR ""cation chloride cotransporter"" OR ""intracellular chloride"" OR ""ClopHensorN"" OR ""muscimol"")",2,31557760,Brain-Derived Neurotrophic Factor and Supraoptic Vasopressin Neurons in Hyponatremia.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",1,27626382,Allelic reprogramming of the histone modification H3K4me3 in early mammalian development.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",2,32169215,Initiation of Parental Genome Reprogramming in Fertilized Oocyte by Splicing Kinase SRPK1-Catalyzed Protamine Phosphorylation.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",3,38129076,Revisiting chromatin packaging in mouse sperm.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",4,39932187,Acetylation at lysine 27 on maternal H3.3 regulates minor zygotic genome activation.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",5,15809273,Epigenetic reprogramming in mammals.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",6,37508536,Epigenetic Reprogramming in Mice and Humans: From Fertilization to Primordial Germ Cell Development.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",7,23454467,Epigenetics in fertilization and preimplantation embryo development.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",8,41354937,Dynamic architecture of mammalian paternal chromatin: histone-to-protamine exchange and post-fertilization reprogramming.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",9,27899719,A novel hypothesis for histone-to-protamine transition in Bos taurus spermatozoa.
32169215,"(""protamine"" AND (""phosphorylation"" OR ""histone exchange"" OR ""protamine-to-histone"")) AND (""fertilization"" OR ""zygote"" OR ""pronuclei"" OR ""fertilized oocyte"") AND (""SRPK1"" OR ""SR protein kinase"" OR ""splicing kinase"") AND (""chromatin reprogramming"" OR ""genome reprogramming"" OR ""chromatin remodeling"" OR ""nucleoplasmin"" OR ""NPM2"" OR ""HIRA"" OR ""H3.3"") OR (""protamine"" AND ""histone"" AND (""exchange"" OR ""replacement"" OR ""transition"") AND (""fertilization"" OR ""zygote"" OR ""embryo"") AND (""phosphorylation"" OR ""kinase"")) OR (""paternal genome"" AND ""reprogramming"" AND (""protamine"" OR ""histone"") AND (""fertilization"" OR ""oocyte"" OR ""zygote"")) OR (""ATAC-seq"" AND ""chromatin accessibility"" AND (""sperm"" OR ""oocyte"" OR ""pronuclei"" OR ""embryo"") AND (""protamine"" OR ""histone""))",10,21321204,Reprogramming of the paternal genome upon fertilization involves genome-wide oxidation of 5-methylcytosine.
42539119,"(""C. elegans"" OR ""Caenorhabditis elegans"" OR nematode) AND (""LITE-1"" OR ""gustatory receptor"" OR ""chemoreceptor"" OR ""photoreceptor"") AND (""blue light"" OR ""UV light"" OR ""light avoidance"" OR ""light response"" OR photosensitivity) AND (diacetyl OR odorant OR ""chemosensory"" OR ""olfactory"" OR ""avoidance behavior"") AND (""multimodal"" OR ""aversive"" OR ""sensory integration"" OR ""body-wall muscle"" OR ""muscle contraction"")",1,42539119,The C. elegans gustatory receptor homolog LITE-1 is a chemoreceptor required for diacetyl avoidance.
30862831,"(""cell-free microRNA"" OR ""circulating microRNA"" OR ""cfmiRNA"" OR ""extracellular miRNA"") AND (""biofluid"" OR ""serum"" OR ""plasma"" OR ""liquid biopsy"") AND (""spike-in"" OR ""spike in"" OR ""internal control"" OR ""reference gene"" OR ""normalization"") AND (""RT-qPCR"" OR ""qPCR"" OR ""quantitative PCR"" OR ""real-time PCR"") AND (""quality control"" OR ""pre-analytical"" OR ""RNA isolation"" OR ""RNA extraction"") AND (""biomarker"" OR ""diagnosis"" OR ""prognosis"")",1,29037479,Circulating miRNAs in nontumoral liver diseases.
30862831,"(""cell-free microRNA"" OR ""circulating microRNA"" OR ""cfmiRNA"" OR ""extracellular miRNA"") AND (""biofluid"" OR ""serum"" OR ""plasma"" OR ""liquid biopsy"") AND (""spike-in"" OR ""spike in"" OR ""internal control"" OR ""reference gene"" OR ""normalization"") AND (""RT-qPCR"" OR ""qPCR"" OR ""quantitative PCR"" OR ""real-time PCR"") AND (""quality control"" OR ""pre-analytical"" OR ""RNA isolation"" OR ""RNA extraction"") AND (""biomarker"" OR ""diagnosis"" OR ""prognosis"")",2,30862831,Two-tailed RT-qPCR panel for quality control of circulating microRNA studies.
30862831,"(""cell-free microRNA"" OR ""circulating microRNA"" OR ""cfmiRNA"" OR ""extracellular miRNA"") AND (""biofluid"" OR ""serum"" OR ""plasma"" OR ""liquid biopsy"") AND (""spike-in"" OR ""spike in"" OR ""internal control"" OR ""reference gene"" OR ""normalization"") AND (""RT-qPCR"" OR ""qPCR"" OR ""quantitative PCR"" OR ""real-time PCR"") AND (""quality control"" OR ""pre-analytical"" OR ""RNA isolation"" OR ""RNA extraction"") AND (""biomarker"" OR ""diagnosis"" OR ""prognosis"")",3,32123845,Validation of extracellular miRNA quantification in blood samples using RT-qPCR.
30862831,"(""cell-free microRNA"" OR ""circulating microRNA"" OR ""cfmiRNA"" OR ""extracellular miRNA"") AND (""biofluid"" OR ""serum"" OR ""plasma"" OR ""liquid biopsy"") AND (""spike-in"" OR ""spike in"" OR ""internal control"" OR ""reference gene"" OR ""normalization"") AND (""RT-qPCR"" OR ""qPCR"" OR ""quantitative PCR"" OR ""real-time PCR"") AND (""quality control"" OR ""pre-analytical"" OR ""RNA isolation"" OR ""RNA extraction"") AND (""biomarker"" OR ""diagnosis"" OR ""prognosis"")",4,24357537,Standardizing analysis of circulating microRNA: clinical and biological relevance.
30862831,"(""cell-free microRNA"" OR ""circulating microRNA"" OR ""cfmiRNA"" OR ""extracellular miRNA"") AND (""biofluid"" OR ""serum"" OR ""plasma"" OR ""liquid biopsy"") AND (""spike-in"" OR ""spike in"" OR ""internal control"" OR ""reference gene"" OR ""normalization"") AND (""RT-qPCR"" OR ""qPCR"" OR ""quantitative PCR"" OR ""real-time PCR"") AND (""quality control"" OR ""pre-analytical"" OR ""RNA isolation"" OR ""RNA extraction"") AND (""biomarker"" OR ""diagnosis"" OR ""prognosis"")",5,42446817,Circulating microRNAs as Promising Biomarkers in Parkinson's Disease.
38989890,"(""mistranslation"" OR ""misincorporation"" OR ""mistranslation error"" OR ""codon misreading"") AND (""tRNA"" OR ""transfer RNA"" OR ""aminoacyl-tRNA"") AND (""Drosophila"" OR ""fruit fly"" OR ""Drosophila melanogaster"") AND (""sex-specific"" OR ""sex difference"" OR ""male"" OR ""female"" OR ""sexually dimorphic"") AND (""transcriptome"" OR ""transcriptomic"" OR ""RNA-seq"" OR ""gene expression"" OR ""transcriptional response"")",1,38989890,Impact of tRNA-induced proline-to-serine mistranslation on the transcriptome of Drosophila melanogaster.
38989890,"(""mistranslation"" OR ""misincorporation"" OR ""mistranslation error"" OR ""codon misreading"") AND (""tRNA"" OR ""transfer RNA"" OR ""aminoacyl-tRNA"") AND (""Drosophila"" OR ""fruit fly"" OR ""Drosophila melanogaster"") AND (""sex-specific"" OR ""sex difference"" OR ""male"" OR ""female"" OR ""sexually dimorphic"") AND (""transcriptome"" OR ""transcriptomic"" OR ""RNA-seq"" OR ""gene expression"" OR ""transcriptional response"")",2,38766246,Impact of tRNA-induced proline-to-serine mistranslation on the transcriptome of Drosophila melanogaster.
38863673,"(""splice junction"" OR ""alternative splicing"" OR ""splicing dysregulation"" OR ""aberrant splicing"") AND (""neoantigen"" OR ""neoepitope"" OR ""tumor-specific antigen"") AND (""cancer immunotherapy"" OR ""immunotherapy"") AND (""somatic mutation"" OR ""tumor mutation"" OR ""mutation-derived"") AND (""RNA-seq"" OR ""transcriptome"" OR ""RNA sequencing"")",1,38989416,Identification of pancreatic adenocarcinoma immune subtype associated with tumor neoantigen from aberrant alternative splicing.
34616066,"(""single-cell transcriptomics"" OR ""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single-cell multiomics"" OR ""single-cell epigenomics"" OR ""snRNA-seq"" OR ""snATAC-seq"") AND (""primary motor cortex"" OR ""motor cortex"") AND (""cell type"" OR ""cell atlas"" OR ""cell taxonomy"") AND (""mouse"" OR ""mice"" OR ""murine"") AND (""neuronal"" OR ""neuron"" OR ""excitatory neurons"" OR ""inhibitory neurons"" OR ""pyramidal cells"") AND (""gene regulatory elements"" OR ""chromatin accessibility"" OR ""epigenome"" OR ""transcriptome"" OR ""marker genes"" OR ""multimodal"" OR ""multi-omics"")",1,34616063,Spatially resolved cell atlas of the mouse primary motor cortex by MERFISH.
34616066,"(""single-cell transcriptomics"" OR ""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single-cell multiomics"" OR ""single-cell epigenomics"" OR ""snRNA-seq"" OR ""snATAC-seq"") AND (""primary motor cortex"" OR ""motor cortex"") AND (""cell type"" OR ""cell atlas"" OR ""cell taxonomy"") AND (""mouse"" OR ""mice"" OR ""murine"") AND (""neuronal"" OR ""neuron"" OR ""excitatory neurons"" OR ""inhibitory neurons"" OR ""pyramidal cells"") AND (""gene regulatory elements"" OR ""chromatin accessibility"" OR ""epigenome"" OR ""transcriptome"" OR ""marker genes"" OR ""multimodal"" OR ""multi-omics"")",2,34616075,A multimodal cell census and atlas of the mammalian primary motor cortex.
34616066,"(""single-cell transcriptomics"" OR ""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single-cell multiomics"" OR ""single-cell epigenomics"" OR ""snRNA-seq"" OR ""snATAC-seq"") AND (""primary motor cortex"" OR ""motor cortex"") AND (""cell type"" OR ""cell atlas"" OR ""cell taxonomy"") AND (""mouse"" OR ""mice"" OR ""murine"") AND (""neuronal"" OR ""neuron"" OR ""excitatory neurons"" OR ""inhibitory neurons"" OR ""pyramidal cells"") AND (""gene regulatory elements"" OR ""chromatin accessibility"" OR ""epigenome"" OR ""transcriptome"" OR ""marker genes"" OR ""multimodal"" OR ""multi-omics"")",3,34616066,A transcriptomic and epigenomic cell atlas of the mouse primary motor cortex.
34616066,"(""single-cell transcriptomics"" OR ""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single-cell multiomics"" OR ""single-cell epigenomics"" OR ""snRNA-seq"" OR ""snATAC-seq"") AND (""primary motor cortex"" OR ""motor cortex"") AND (""cell type"" OR ""cell atlas"" OR ""cell taxonomy"") AND (""mouse"" OR ""mice"" OR ""murine"") AND (""neuronal"" OR ""neuron"" OR ""excitatory neurons"" OR ""inhibitory neurons"" OR ""pyramidal cells"") AND (""gene regulatory elements"" OR ""chromatin accessibility"" OR ""epigenome"" OR ""transcriptome"" OR ""marker genes"" OR ""multimodal"" OR ""multi-omics"")",4,36213201,Cell-type specific transcriptomic signatures of neocortical circuit organization and their relevance to autism.
34616066,"(""single-cell transcriptomics"" OR ""single-cell RNA sequencing"" OR ""scRNA-seq"" OR ""single-cell multiomics"" OR ""single-cell epigenomics"" OR ""snRNA-seq"" OR ""snATAC-seq"") AND (""primary motor cortex"" OR ""motor cortex"") AND (""cell type"" OR ""cell atlas"" OR ""cell taxonomy"") AND (""mouse"" OR ""mice"" OR ""murine"") AND (""neuronal"" OR ""neuron"" OR ""excitatory neurons"" OR ""inhibitory neurons"" OR ""pyramidal cells"") AND (""gene regulatory elements"" OR ""chromatin accessibility"" OR ""epigenome"" OR ""transcriptome"" OR ""marker genes"" OR ""multimodal"" OR ""multi-omics"")",5,35708842,Cortical VIP+ Interneurons in the Upper and Deeper Layers Are Transcriptionally Distinct.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",1,40966084,"A comprehensive analysis of supermere, exomere, and extracellular vesicle isolation and cargo in colorectal cancer."
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",2,31108123,Diversity and heterogeneity of extracellular RNA in human plasma.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",3,30951671,Small RNA Sequencing across Diverse Biofluids Identifies Optimal Methods for exRNA Isolation.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",4,29388135,Isolation of Extracellular RNA from Serum/Plasma.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",5,33792880,"Isolation, Extraction and Deep-Sequencing Analysis of Extracellular RNAs (exRNAs) from Human Plasma."
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",6,29388131,Extracellular RNAs: A New Awareness of Old Perspectives.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",7,29388132,Overview of Protocols for Studying Extracellular RNA and Extracellular Vesicles.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",8,29388133,Extracellular RNA Isolation from Cell Culture Supernatant.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",9,30951667,The Extracellular RNA Communication Consortium: Establishing Foundational Knowledge and Technologies for Extracellular RNA Research.
26320937,"(""extracellular RNA"" OR ""exRNA"" OR ""exRNAs"") AND (""biofluid"" OR ""biofluids"" OR ""plasma"" OR ""serum"" OR ""urine"" OR ""cerebrospinal fluid"") AND (""extracellular vesicles"" OR ""exosomes"" OR ""microvesicles"" OR ""ribonucleoprotein"" OR ""lipoprotein"") AND (""isolation"" OR ""separation"" OR ""collection"" OR ""extraction"" OR ""purification"") AND (""biomarker"" OR ""diagnosis"" OR ""standardization"" OR ""methods"" OR ""protocol"")",10,39440167,Choice of blood collection methods influences extracellular vesicles counts and miRNA profiling.
28650476,"(""yeast two-hybrid"" OR ""Y2H"" OR ""two-hybrid screening"") AND (""protein-protein interaction"" OR ""protein interaction network"" OR ""interactome"") AND (""next-generation sequencing"" OR ""NGS"" OR ""deep sequencing"" OR ""high-throughput sequencing"") AND (""transcription factor"" OR ""transcriptome"") AND (""Arabidopsis"" OR ""plant"")",1,33367498,NGPINT: a next-generation protein-protein interaction software.
36045295,"(""monoterpene indole alkaloid"" OR ""monoterpene indole alkaloids"" OR MIA OR MIAs OR vinblastine OR vincristine OR vindoline OR catharanthine) AND (""microbial biosynthesis"" OR ""yeast biosynthesis"" OR ""metabolic engineering"" OR ""synthetic biology"" OR ""biosynthetic pathway"" OR ""cell factory"" OR ""microbial cell factory"" OR ""de novo biosynthesis"" OR ""heterologous expression"" OR ""pathway engineering"") AND (""Saccharomyces cerevisiae"" OR yeast OR ""Catharanthus roseus"" OR ""engineered yeast"" OR ""engineered microorganism"")",1,38212296,De novo biosynthesis of antiarrhythmic alkaloid ajmaline.
